"Ajar_LangoisseDuRoiSalomon.1979" "Gary_Au-DelàDeCetteLimite.1975" "Gary_LaPromesseDlAube.1960" "Gary_LesClownsLyriques.1979" "Gary_LesEnchanteurs.1973" "Gary_LesRacinesDuCiel.1956" "SchwarzBart_LaMulatresse-Solitude.1972" "SchwarzBart_LeDernierDesJustes.1959" "Vailland_LaLoi.1957" "Vailland_LesMauvaisCoups.1948"
"n" 0.993912420160695 0.683633410044673 0.626849161128328 0.727776304546392 0.527468152866242 0.708007400617468 0.320496643617827 0.372892964499068 0.598494626112184 0.633574196250916
"ce" 0.714675453893804 0.739474752944362 0.63036092113465 0.78670555997525 0.655188428874735 0.750746528851723 0.403775299046081 0.4398614968989 0.360924240174523 0.489580060739344
"avait" 0.69755747895024 0.485650467036686 0.489012580880223 0.727776304546392 0.6286491507431 0.818791719856262 0.393680916569929 0.293748335299266 0.616769271184311 0.382238977903445
"sur" 0.400132664305813 0.392581562203872 0.625093281125168 0.467014349273697 0.453655785562633 0.567418163004786 0.764649472568516 0.67196834214832 0.684157024887782 0.586448842810765
"au" 0.407621778343622 0.548260457560579 0.529397820952916 0.543622381331212 0.500099522292994 0.540987386333601 0.676323625902185 0.630113009398425 0.613342775233287 0.638810346633155
"plus" 0.570242540307482 0.595640990930012 0.543444860978201 0.53183653024544 0.626990445859873 0.54773566973901 0.348256195427245 0.428446406148929 0.432880655146026 0.46339930882815
"son" 0.30598380211621 0.314742114525518 0.322203980579967 0.556881463802705 0.451167728237792 0.527490819522784 0.73436632514006 0.862219854647844 0.597352460795175 0.403183579432401
"c" 1.36943799548513 0.715784486259645 0.23967762043142 0.642328884174548 0.273686305732484 0.461132699369598 0.21450562761823 0.31581751074921 0.342649595102395 0.594303068384124
"lui" 0.572382287175427 0.267361581156085 0.29937754053888 0.589292554288577 0.339205148619958 0.643336351315634 0.360874173522435 0.506069023248735 0.611058444599271 0.450308932872552
"avec" 0.439717981362805 0.465344524164072 0.596999201074599 0.548042075488376 0.388136942675159 0.618030288545351 0.403775299046081 0.428446406148929 0.347218256370427 0.379620902712326
"mais" 0.591640008986937 0.489034790848788 0.400340640720613 0.493532514216683 0.371549893842887 0.502747113702952 0.363397769141473 0.496936950648758 0.415748175390906 0.397947429050162
"on" 0.885855203329446 0.434885609855151 0.266893760480409 0.503845133916733 0.447850318471338 0.481939906536275 0.532478675617019 0.353106807199117 0.386051877148698 0.311550947743219
"j" 1.19932811948347 0.819006362528767 0.855991501540785 0.244556410029759 0.442874203821656 0.309296322747901 0.022712360571342 0.114150907499715 0.127922515504894 0.413655880196879
"vous" 0.745701783479014 0.707323676729389 0.188757100339763 0.770500014732314 0.149283439490446 0.698447332459806 0.131226972189976 0.356911837449108 0.229575228718605 0.466017384019269
"a" 1.4807048326183 0.605793962366319 0.245823200442482 0.437549721559268 0.198215233545648 0.324479960410071 0.184222480189774 0.155245234199612 0.528822541774696 0.581212692428527
"me" 0.630155452609956 0.849465276837688 1.10971616199749 0.175314534900852 0.591328290870488 0.273867834869505 0.0353303386665321 0.111106883299722 0.0982262172626866 0.282752120640905
"sa" 0.26746835849319 0.174292676323271 0.27040552048673 0.319691210701553 0.353304140127389 0.415019429432638 0.565285418664513 0.615653894448461 0.486562425045401 0.277515970258666
"tout" 0.465394943778151 0.358738324082848 0.381025960685847 0.474380506202304 0.257928609341826 0.413332358581286 0.370968555998587 0.406377230698984 0.225006567450573 0.332495549272175
"comme" 0.527447602948571 0.28935968593475 0.247579080445642 0.321164442087274 0.250464437367304 0.299736254590239 0.613233735426235 0.538031277348655 0.378056719929643 0.418892030579118
"par" 0.192577218115097 0.307973466901313 0.372246560670044 0.30643212823006 0.463608014861996 0.408271146027229 0.330591026093979 0.39191811574902 0.381483215880667 0.267043669494188
"ses" 0.181878483775369 0.233518343035062 0.249334960448803 0.297592739915731 0.386478237791932 0.345849524527198 0.726795538282946 0.582930634298543 0.320948454079243 0.233008692009635
"y" 0.664391402497085 0.507648571815351 0.291476080524657 0.44933557264504 0.277003715498938 0.37790387070289 0.275071922475143 0.252654008599368 0.212442748963485 0.149230285893811
"nous" 0.177598990039478 0.392581562203872 0.476721420858099 0.269601343587024 0.506734341825902 0.344724810626297 0.0681370817140261 0.20394962139949 0.0925153906776467 0.492198135930464
"dit" 0.295285067776482 0.184445647759578 0.110620440199117 0.343262912873096 0.148454087048832 0.272743120968604 0.199364053904002 0.350062782999125 0.619053601818327 1.0210493245366
"même" 0.385154436230194 0.362122647894951 0.264259940475668 0.335896755944489 0.247147027600849 0.31660696310376 0.270024731237067 0.201666603249496 0.246707708473724 0.240862917582993
"m" 0.493211653061443 0.502572086097198 0.63211680113781 0.106072659771944 0.315983280254777 0.186702507549642 0.0782314641901782 0.142308131349644 0.073098580288511 0.240862917582993
"mon" 0.240721522643871 0.49072695275484 0.604900661088821 0.11196558531483 0.66348195329087 0.104598392783836 0.0378539342855701 0.0981697804497546 0.070814249654495 0.130903759555974
"ai" 1.02493874974591 0.367199133613104 0.290598140523077 0.220984707858216 0.134355095541401 0.194575504855952 0.020188764952304 0.0943647501997641 0.122211688919854 0.251335218347471
"bien" 0.2867260803047 0.275822390686341 0.294987840530978 0.268128112201302 0.285297239915074 0.304235110193844 0.121132589713824 0.220691754499448 0.191883773257341 0.301078646978741
"ils" 0.21718430709647 0.145525923920401 0.138714520249686 0.406611862459118 0.165041135881104 0.385214511058749 0.264977539998991 0.219169742399452 0.317521958128219 0.46078123363703
"si" 0.338080005135392 0.282591038310546 0.187001220336602 0.243083178644038 0.299396231422505 0.205260286914516 0.209458436380154 0.294509341349264 0.161045309698126 0.183265263378364
"moi" 0.407621778343622 0.426424800324895 0.439847940791726 0.159108989657916 0.178310774946921 0.16195880172981 0.0832786554282542 0.15220120999962 0.13591767272395 0.277515970258666
"tu" 0.423669879853213 0.570258562339245 0.108864560195956 0.120804973629158 0.0970342356687898 0.0972877524279761 0.0933730379044062 0.290704311099273 0.301531643690108 0.500052361503822
"ça" 0.786356973969979 0.421348314606742 0.0825263601485474 0.346209375644539 0.0240512208067941 0.25474769855418 0.0454247211426841 0.114911913549713 0.0376914554612635 0.0733061053513457
"être" 0.261049117889354 0.297820495465006 0.208071780374529 0.27549426912991 0.181628184713376 0.275554905720857 0.0908494422853682 0.122521974049694 0.146197160577022 0.193737564142842
"là" 0.345569119173202 0.181061323947475 0.228264400410876 0.244556410029759 0.167529193205945 0.267681908414547 0.148892141523242 0.136981088999658 0.0936575559946547 0.115195308409258
"encore" 0.380874942494303 0.267361581156085 0.219485000395073 0.176787766286573 0.174993365180467 0.22381806627939 0.11356180285671 0.0920817320497698 0.143912829943006 0.238244842391873
"ma" 0.130524558944677 0.292744009746853 0.834043001501277 0.0795544948289578 0.210655520169851 0.060172193698228 0.0454247211426841 0.0487043871998782 0.0262698022911836 0.115195308409258
"cette" 0.119825824604949 0.181061323947475 0.182611520328701 0.200359468458116 0.269539543524416 0.234502848337954 0.204411245142078 0.214603706099463 0.10736353979875 0.0916326316891821
"aux" 0.113406584001113 0.142141600108298 0.176465940317639 0.15321606411503 0.268710191082803 0.186140150599191 0.338161812951093 0.210798675849473 0.219295740865533 0.0994868572625406
"sans" 0.127314938642759 0.153986733450657 0.218607060393493 0.176787766286573 0.192409766454352 0.222693352378489 0.209458436380154 0.175792397549561 0.228433063401597 0.167556812231647
"où" 0.15513164792605 0.160755381074861 0.18173358032712 0.16352868381508 0.233877388535032 0.201886145211812 0.179175288951698 0.144591149499639 0.17018263223419 0.128285684364855
"fait" 0.338080005135392 0.225057533504806 0.154517440278131 0.160582221043637 0.136013800424628 0.140026880662232 0.0883258466663302 0.10806285909973 0.186172946672301 0.201591789716201
"faire" 0.262118991323326 0.196290781101936 0.178221820320799 0.226877633401102 0.135184447983015 0.186702507549642 0.0933730379044062 0.0799056352498002 0.143912829943006 0.198973714525081
"ou" 0.189367597813179 0.201367266820089 0.141348340254427 0.165001915200801 0.162553078556263 0.171518869887472 0.141321354666128 0.128610022449678 0.199878930476397 0.15446643627605
"peu" 0.20541569932277 0.201367266820089 0.21070560037927 0.17384130351513 0.123573513800425 0.174330654639726 0.0958966335234442 0.11186788934972 0.0947997213116626 0.120431458791496
"leur" 0.0738212669441205 0.0981453905509679 0.102718980184894 0.167948377972244 0.165870488322718 0.237314633090208 0.209458436380154 0.117955937749705 0.175893458819229 0.120431458791496
"deux" 0.151922027624132 0.116759171517531 0.144860100260748 0.165001915200801 0.0937168259023355 0.130466812504569 0.181698884570736 0.185685476199536 0.186172946672301 0.272279819876427
"toujours" 0.221463800832362 0.165831866793015 0.195780620352405 0.190046848758066 0.142648619957537 0.121469101297357 0.11356180285671 0.0844716715497888 0.0822359028245748 0.0733061053513457
"yeux" 0.098428355925494 0.108298361987275 0.139592460251266 0.116385279471994 0.116109341825902 0.12371852909916 0.285166304951295 0.20394962139949 0.119927358285838 0.128285684364855
"rien" 0.22467342113428 0.197982943007987 0.112376320202277 0.198886237072395 0.11776804670913 0.140026880662232 0.0883258466663302 0.114911913549713 0.0890888947266227 0.0837784061158236
"peut" 0.232162535172089 0.221673209692703 0.0921837001659307 0.206252394001002 0.0937168259023355 0.164770586482064 0.0605662948569121 0.0913207259997717 0.109647870432766 0.0890145564980626
"tous" 0.157271394793996 0.108298361987275 0.131691000237044 0.0928135773004508 0.16421178343949 0.149024591869443 0.184222480189774 0.166660324949583 0.071956414971503 0.0602157293957482
"homme" 0.0802405075479571 0.123527819141735 0.115888080208599 0.147323138572144 0.122744161358811 0.156335232225303 0.133750567809014 0.136981088999658 0.193025938574349 0.10210493245366
"jamais" 0.157271394793996 0.137065114390145 0.208071780374529 0.148796369957866 0.165870488322718 0.114158460941498 0.0731842729521022 0.0715345686998212 0.114216531700798 0.138757985129333
"aussi" 0.134804052680568 0.157371057262759 0.122033660219661 0.13259082471493 0.119426751592357 0.143963379315387 0.0984202291424822 0.125565998249686 0.132491176772926 0.146612210702691
"fois" 0.157271394793996 0.15906321916881 0.170320360306577 0.125224667786323 0.0796178343949045 0.14621280711719 0.105991015999596 0.085993683649785 0.0868045640926068 0.146612210702691
"sous" 0.071681520076175 0.0829159333965074 0.148371860267069 0.135537287486373 0.103669055201699 0.0978501093784269 0.17665169333266 0.152962216049618 0.189599442623325 0.109959158027019
"puis" 0.142293166718377 0.0744551238662515 0.0877940001580292 0.0618757182003005 0.0547372611464968 0.102911321932483 0.186746075808812 0.246565960199384 0.102794878530719 0.251335218347471
"ces" 0.0406551904909649 0.103221876269121 0.107986620194376 0.125224667786323 0.243829617834395 0.110784319238794 0.194316862665926 0.160572276549599 0.0593925964844152 0.0314169022934339
"alors" 0.194716964983043 0.111682685799377 0.125545420225982 0.138483750257815 0.158406316348195 0.101786608031582 0.158986523999394 0.133176058749667 0.0376914554612635 0.0471253534401508
"t" 0.0887994950197392 0.145525923920401 0.042141120075854 0.104599428386222 0.0456143842887473 0.0719816896576933 0.0555191036188361 0.246565960199384 0.194168103891357 0.293224421405383
"dont" 0.0213974686794552 0.069378638148098 0.117643960211759 0.0692418751289077 0.277003715498938 0.113033747040597 0.133750567809014 0.120999961949698 0.0856623987755988 0.0759241805424652
"quand" 0.36803646128663 0.113374847705428 0.0140470400252847 0.0677686437431863 0.0273686305732484 0.0562356950450729 0.123656185332862 0.122521974049694 0.194168103891357 0.233008692009635
"étaient" 0.0877296215857664 0.0659943143359957 0.122033660219661 0.103126197000501 0.170017250530786 0.136090382009076 0.219552818856306 0.0806666412997983 0.0776672415565429 0.0654518797779872
"autre" 0.117686077737004 0.118451333423582 0.103596920186474 0.150269601343587 0.0995222929936306 0.115283174842399 0.108514611618634 0.0821886533997945 0.133633342089934 0.175411037805006
"suis" 0.38729418309814 0.155678895356708 0.114132200205438 0.0854474203718436 0.052249203821656 0.093351253774821 0.010094382476152 0.0799056352498002 0.0376914554612635 0.109959158027019
"main" 0.109127090265222 0.131988628671991 0.145738040262328 0.107545891157665 0.124402866242038 0.0916641829234688 0.0807550598092162 0.127088010349682 0.111932201066782 0.0602157293957482
"très" 0.135873926114541 0.194598619195885 0.147493920265489 0.137010518872094 0.11776804670913 0.128217384702766 0.0605662948569121 0.0646855142498383 0.0422601167292954 0.0759241805424652
"vers" 0.0609827857364474 0.0879924191146609 0.0939395801690912 0.076608032057515 0.111133227176221 0.121469101297357 0.158986523999394 0.117194931699707 0.150765821845054 0.159702586658289
"quelque" 0.11233671056714 0.116759171517531 0.172954180311318 0.116385279471994 0.0937168259023355 0.158022303076655 0.0302831474284561 0.0555534416498611 0.0411179514122874 0.0314169022934339
"mes" 0.0620526591704201 0.230134019222959 0.30025548054046 0.0309378591001503 0.216460987261146 0.0371155587297481 0.017665169333266 0.0441383508998897 0.0114216531700798 0.0418892030579118
"temps" 0.139083546416459 0.140449438202247 0.100963100181734 0.0810277262146793 0.119426751592357 0.102911321932483 0.128703376570938 0.0654465202998364 0.0925153906776467 0.107341082835899
"avoir" 0.116616204303031 0.13029646676594 0.143982160259168 0.0942868086861722 0.133525743099788 0.116970245693752 0.0429011255236461 0.0357672843499106 0.0799515721905589 0.0680699549691067
"après" 0.108057216831249 0.0964532286449167 0.158029200284453 0.114912048086272 0.084593949044586 0.0832288286667079 0.0580426992378741 0.0799056352498002 0.0902310600436307 0.128285684364855
"dire" 0.126245065208786 0.126912142953838 0.105352800189635 0.0972332714576151 0.0796178343949045 0.151274019671246 0.0555191036188361 0.0563144476998592 0.0651034230694551 0.0602157293957482
"toute" 0.0663321529063112 0.059225666711791 0.0834043001501277 0.0942868086861722 0.098692940552017 0.105160749734286 0.111038207237672 0.126327004299684 0.11878519296883 0.112577233218138
"non" 0.160481015095914 0.128604304859889 0.0561881601011387 0.0942868086861722 0.0605427282377919 0.0641086923513831 0.0782314641901782 0.1598112704996 0.0902310600436307 0.146612210702691
"fut" 0.0106987343397276 0.0643021524299445 0.189635040341343 0.0854474203718436 0.170017250530786 0.0697322618558904 0.0782314641901782 0.111106883299722 0.069672084337487 0.0654518797779872
"été" 0.111266837133167 0.0998375524570191 0.123789540222821 0.0589292554288577 0.111962579617834 0.118657316545104 0.0328067430474941 0.0319622540999201 0.145054995260014 0.0968687820714211
"vie" 0.188297724379206 0.118451333423582 0.133446880240204 0.117858510857715 0.0928874734607219 0.0674828340540875 0.0378539342855701 0.070012556599825 0.0468287779973273 0.0733061053513457
"avais" 0.215044560228525 0.211520238256396 0.230898220415617 0.00441969415716432 0.102839702760085 0.0596098367477773 0 0.00837106654997907 0.0137059838040958 0.0575976542046288
"père" 0.0417250639249377 0.0270745904968187 0.014924980026865 0.0427237101859218 0.406382696390658 0.0410520573829032 0.0302831474284561 0.0776226170998059 0.0959418866286706 0.0130903759555974
"tête" 0.103777723095358 0.0812237714904562 0.0834043001501277 0.0648221809717434 0.0680069002123142 0.0989748232793283 0.18926967142785 0.0958867622997603 0.0833780681415828 0.0863964813069431
"chose" 0.176529116605506 0.0863002572086097 0.0895498801611898 0.131117593329208 0.0497611464968153 0.137215095909978 0.0429011255236461 0.0494653932498763 0.0365492901442555 0.0392711278667923
"ainsi" 0.0417250639249377 0.059225666711791 0.107986620194376 0.110492353929108 0.151771496815287 0.0714193327072426 0.153939332761318 0.0722955747498193 0.0890888947266227 0.0497434286312703
"mère" 0.0460045576608287 0.0270745904968187 0.488134640878642 0.0235717021715431 0.0149283439490446 0.00731064035585948 0.111038207237672 0.0433773448498916 0.0491131086313433 0.0759241805424652
"monsieur" 0.525307856080626 0.0744551238662515 0.0228264400410876 0.0604024868145791 0.0149283439490446 0.0337414170270437 0.00252359561903801 0.0951257562497622 0.0251276369741756 0.0130903759555974
"contre" 0.0567032920005563 0.0930689048328144 0.093061640167511 0.0883938831432865 0.0680069002123142 0.106285463635188 0.0933730379044062 0.116433925649709 0.0822359028245748 0.0602157293957482
"visage" 0.0577731654345291 0.104914038175173 0.0974513401754124 0.100179734229058 0.106157112526539 0.102348964982033 0.0630898904759501 0.105779840949736 0.0331227941932315 0.0759241805424652
"leurs" 0.0160481015095914 0.0575335048057398 0.0684793201232628 0.0604024868145791 0.134355095541401 0.102911321932483 0.229647201332459 0.101213804649747 0.0833780681415828 0.0418892030579118
"ernie" 0 0 0 0 0 0 0 0.607282827898482 0 0
"ans" 0.203275952454825 0.155678895356708 0.115888080208599 0.0780812634432364 0.0505904989384289 0.0438638421351569 0.022712360571342 0.0494653932498763 0.0753829109225269 0.107341082835899
"sont" 0.104847596529331 0.126912142953838 0.0509205200916569 0.0618757182003005 0.0821058917197452 0.0956006815766239 0.0504719123807601 0.047182375099882 0.119927358285838 0.15184836108493
"monde" 0.0877296215857664 0.0964532286449167 0.099207220178573 0.123751436400601 0.0721536624203822 0.0894147551216659 0.108514611618634 0.0821886533997945 0.0354071248272475 0.0497434286312703
"avaient" 0.0353058233211011 0.0710708000541492 0.078136660140646 0.0530363298859719 0.102010350318471 0.133840954207274 0.141321354666128 0.0517484113998706 0.0799515721905589 0.0549795790135093
"quelques" 0.0320962030191828 0.0981453905509679 0.0877940001580292 0.0854474203718436 0.110303874734607 0.116970245693752 0.118608994094786 0.0563144476998592 0.0502552739483513 0.0418892030579118
"toutes" 0.0353058233211011 0.0609178286178422 0.0763807801374854 0.0662954123574649 0.0953755307855626 0.0753558313603977 0.211982031999192 0.105779840949736 0.0753829109225269 0.0575976542046288
"moment" 0.0663321529063112 0.147218085826452 0.0913057601643504 0.0972332714576151 0.0821058917197452 0.133840954207274 0.0454247211426841 0.0220691754499448 0.0399757860952794 0.0445072782490313
"déjà" 0.0791706341139843 0.0981453905509679 0.100085160180153 0.0839741889861222 0.0928874734607219 0.0545486241937207 0.0656134860949881 0.0692515505498269 0.0879467294096147 0.107341082835899
"sais" 0.128384812076731 0.204751590632192 0.0711131401280037 0.0618757182003005 0.0837645966029724 0.0635463354009324 0.020188764952304 0.0761006049998098 0.0445444473633114 0.0471253534401508
"voix" 0.0577731654345291 0.0439962095573304 0.0834043001501277 0.0589292554288577 0.0655188428874735 0.066358120153186 0.169080906475546 0.146113161599635 0.0628190924354391 0.0287988271023144
"depuis" 0.0588430388685019 0.079531609584405 0.0807704801453869 0.0957600400718937 0.0713243099787686 0.115283174842399 0.0681370817140261 0.0585974658498535 0.069672084337487 0.0471253534401508
"étais" 0.159411141661941 0.174292676323271 0.201926200363467 0.0117858510857715 0.0912287685774947 0.039364986531551 0.00757078685711402 0.00913207259997717 0.0182746450721277 0.0654518797779872
"grand" 0.0791706341139843 0.0524570190875863 0.078136660140646 0.0721883379003506 0.149283439490446 0.05398626724327 0.0504719123807601 0.0821886533997945 0.0651034230694551 0.0575976542046288
"car" 0.0738212669441205 0.0676864762420468 0.0500425800900766 0.0206252394001002 0.263734076433121 0.0281178475225365 0.0731842729521022 0.0852326775997869 0.0262698022911836 0.0130903759555974
"cela" 0.026746835849319 0.0575335048057398 0.0676013801216825 0.114912048086272 0.0547372611464968 0.131591526405471 0.0353303386665321 0.0487043871998782 0.0856623987755988 0.112577233218138
"devant" 0.0652622794723384 0.0575335048057398 0.105352800189635 0.0883938831432865 0.0597133757961783 0.0804170439144543 0.10094382476152 0.0722955747498193 0.0605347618014231 0.0733061053513457
"entre" 0.0545635451326108 0.0676864762420468 0.0579440401042993 0.0751348006717935 0.0680069002123142 0.0854782564685108 0.0908494422853682 0.0791446291998021 0.0970840519456786 0.0759241805424652
"petit" 0.0920091153216575 0.0626099905238933 0.0693572601248431 0.116385279471994 0.0472730891719745 0.0399273434820018 0.0858022510472922 0.155245234199612 0.0399757860952794 0.0366530526756728
"femme" 0.0920091153216575 0.0930689048328144 0.057066100102719 0.123751436400601 0.0464437367303609 0.0320543461756916 0.116085398475748 0.0608804839998478 0.134775507406942 0.107341082835899
"notre" 0.022467342113428 0.0558413428996886 0.138714520249686 0.0279913963287074 0.204020700636943 0.072544046608144 0.015141573714228 0.0357672843499106 0.0102794878530719 0.0523615038223898
"jusqu" 0.0481443045287742 0.0744551238662515 0.0711131401280037 0.0692418751289077 0.0588840233545648 0.0742311174594962 0.0883258466663302 0.0837106654997907 0.0959418866286706 0.0785422557335847
"autres" 0.0823802544159026 0.0439962095573304 0.0500425800900766 0.0618757182003005 0.0763004246284501 0.0798546869640035 0.116085398475748 0.0593584718998516 0.109647870432766 0.0523615038223898
"chez" 0.170109876001669 0.111682685799377 0.0430190600774343 0.036830784643036 0.0713243099787686 0.0759181883108484 0.010094382476152 0.031201248049922 0.0879467294096147 0.0759241805424652
"jour" 0.0620526591704201 0.0439962095573304 0.093061640167511 0.0441969415716432 0.0771297770700637 0.0562356950450729 0.108514611618634 0.0996917925497508 0.0525396045823673 0.0890145564980626
"air" 0.0588430388685019 0.0744551238662515 0.0869160601564489 0.0987065028433366 0.0398089171974522 0.060172193698228 0.16403371523747 0.0981697804497546 0.0376914554612635 0.0340349774845534
"ont" 0.123035444906868 0.069378638148098 0.042141120075854 0.0648221809717434 0.0655188428874735 0.0860406134189615 0.0328067430474941 0.0350062782999125 0.0879467294096147 0.0654518797779872
"faut" 0.152991901058105 0.103221876269121 0.0465308200837555 0.0721883379003506 0.056395966029724 0.0714193327072426 0.010094382476152 0.0357672843499106 0.0513974392653593 0.112577233218138
"regard" 0.026746835849319 0.0998375524570191 0.0798925401438066 0.0648221809717434 0.0721536624203822 0.0506121255405656 0.0504719123807601 0.0852326775997869 0.0879467294096147 0.0706880301602262
"trop" 0.0802405075479571 0.138757276296196 0.0465308200837555 0.0780812634432364 0.0812765392781316 0.074793474409947 0.0353303386665321 0.0410943266998973 0.0491131086313433 0.0602157293957482
"bras" 0.0599129123024746 0.0778394476783539 0.0614558001106204 0.0574560240431362 0.0680069002123142 0.0292425614234379 0.0883258466663302 0.107301853049732 0.0856623987755988 0.0759241805424652
"te" 0.111266837133167 0.221673209692703 0.0333617200600511 0.0353575532573146 0.0174164012738853 0.0326167031261423 0.0403775299046081 0.0654465202998364 0.101652713213711 0.149230285893811
"morel" 0 0 0.00263382000474088 0 0 0.346411881477649 0 0 0 0
"voir" 0.147642533888241 0.0473805333694328 0.0676013801216825 0.0618757182003005 0.0530785562632696 0.068607547954989 0.0328067430474941 0.0502263992998744 0.0582504311674072 0.0418892030579118
"parce" 0.190437471247151 0.123527819141735 0.0412631800742737 0.0648221809717434 0.0406382696390658 0.0781676161126513 0.00757078685711402 0.0121760967999696 0.0536817698993752 0.0471253534401508
"avant" 0.0599129123024746 0.0863002572086097 0.0719910801295839 0.063348949586022 0.0555666135881104 0.0573604089459744 0.0529955079997981 0.070012556599825 0.0651034230694551 0.0706880301602262
"trois" 0.0470744310948015 0.0406118857452281 0.0834043001501277 0.050089867114529 0.0389795647558386 0.0635463354009324 0.103467420380558 0.0722955747498193 0.0776672415565429 0.0968687820714211
